
46080 atoms
1 atom types
-92.5951213587 92.5951213587 xlo xhi
-89.0996970702 89.0996970702 ylo yhi
-10.9124397029 10.9124397029 zlo zhi
0.0 0.0 0.0 xy xz yz

Atoms

1 1 -8.7450947949922e+01 -8.6129707167852e+01 -1.0003069727682e+01
2 1 -9.1309078006536e+01 -8.8357199594607e+01 -1.0003069727682e+01
3 1 -9.2595121358741e+01 -8.6129707167852e+01 -1.0912439702926e+01
4 1 -9.2595121358741e+01 -8.6129707167852e+01 -8.1843297771946e+00
5 1 -8.8736991302127e+01 -8.8357199594607e+01 -1.0912439702926e+01
6 1 -8.8736991302127e+01 -8.8357199594607e+01 -8.1843297771946e+00
7 1 -9.0023034654332e+01 -8.6129707167852e+01 -9.0936997524385e+00
8 1 -9.0023034654332e+01 -8.6129707167852e+01 -6.3655898267069e+00
9 1 -8.6164904597717e+01 -8.8357199594607e+01 -9.0936997524385e+00
10 1 -8.6164904597717e+01 -8.8357199594607e+01 -6.3655898267069e+00
11 1 -8.7450947949922e+01 -8.6129707167852e+01 -7.2749598019508e+00
12 1 -9.1309078006536e+01 -8.8357199594607e+01 -7.2749598019508e+00
13 1 -7.9734687836694e+01 -8.6129707167852e+01 -1.0003069727682e+01
14 1 -8.3592817893308e+01 -8.8357199594607e+01 -1.0003069727682e+01
15 1 -8.4878861245513e+01 -8.6129707167852e+01 -1.0912439702926e+01
16 1 -8.4878861245513e+01 -8.6129707167852e+01 -8.1843297771946e+00
17 1 -8.1020731188898e+01 -8.8357199594607e+01 -1.0912439702926e+01
18 1 -8.1020731188898e+01 -8.8357199594607e+01 -8.1843297771946e+00
19 1 -8.2306774541103e+01 -8.6129707167852e+01 -9.0936997524385e+00
20 1 -8.2306774541103e+01 -8.6129707167852e+01 -6.3655898267069e+00
21 1 -7.8448644484489e+01 -8.8357199594607e+01 -9.0936997524385e+00
22 1 -7.8448644484489e+01 -8.8357199594607e+01 -6.3655898267069e+00
23 1 -7.9734687836694e+01 -8.6129707167852e+01 -7.2749598019508e+00
24 1 -8.3592817893308e+01 -8.8357199594607e+01 -7.2749598019508e+00
25 1 -7.2018427723465e+01 -8.6129707167852e+01 -1.0003069727682e+01
26 1 -7.5876557780080e+01 -8.8357199594607e+01 -1.0003069727682e+01
27 1 -7.7162601132284e+01 -8.6129707167852e+01 -1.0912439702926e+01
